id,original,team,surface,pronunciation,type,org_id,image,image_page
34,青木和義(カズ),西武,青木,アオキ,family,34,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_ed799d6b2c.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_ed799d6b2c.svg
34,青木和義(カズ),西武,青木和義,アオキカズヨシ,full,34,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_ed799d6b2c.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_ed799d6b2c.svg
34,青木和義(カズ),西武,和義,カズヨシ,given,34,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_ed799d6b2c.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_ed799d6b2c.svg
34,カズ(青木和義),西武,カズ,カズ,registered,1816,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_0222a6b46f.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_0222a6b46f.svg
35,青木勝男,広島,青木,アオキ,family,35,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_8d6382630b.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_8d6382630b.svg
35,青木勝男,広島,青木勝男,アオキカツオ,full,35,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_8d6382630b.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_8d6382630b.svg
35,青木勝男,広島,勝男,カツオ,given,35,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_8d6382630b.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_8d6382630b.svg
36,青木幸造,セネタース,青木,アオキ,family,36,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_e5d34cd13d.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_e5d34cd13d.svg
36,青木幸造,セネタース,青木幸造,アオキコウゾウ,full,36,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_e5d34cd13d.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_e5d34cd13d.svg
36,青木幸造,セネタース,幸造,コウゾウ,given,36,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_e5d34cd13d.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_e5d34cd13d.svg
37,青木惇,トンボ-高橋-近鉄,青木,アオキ,family,37,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_d6f8deda73.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_d6f8deda73.svg
37,青木惇,トンボ-高橋-近鉄,青木惇,アオキジュン,full,37,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_d6f8deda73.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_d6f8deda73.svg
37,青木惇,トンボ-高橋-近鉄,惇,ジュン,given,37,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_d6f8deda73.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_d6f8deda73.svg
38,青木正一,タイガース,青木,アオキ,family,38,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_f09f8b603a.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_f09f8b603a.svg
38,青木正一,タイガース,青木正一,アオキショウイチ,full,38,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_f09f8b603a.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_f09f8b603a.svg
38,青木正一,タイガース,正一,ショウイチ,given,38,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_f09f8b603a.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_f09f8b603a.svg
39,青木高広,広島-巨人,青木,アオキ,family,39,http://commons.wikimedia.org/wiki/Special:FilePath/Giants_aoki43.jpg,https://commons.wikimedia.org/wiki/File:Giants_aoki43.jpg
39,青木高広,広島-巨人,青木高広,アオキタカヒロ,full,39,http://commons.wikimedia.org/wiki/Special:FilePath/Giants_aoki43.jpg,https://commons.wikimedia.org/wiki/File:Giants_aoki43.jpg
39,青木高広,広島-巨人,高広,タカヒロ,given,39,http://commons.wikimedia.org/wiki/Special:FilePath/Giants_aoki43.jpg,https://commons.wikimedia.org/wiki/File:Giants_aoki43.jpg
40,青木勤,阪急軍,青木,アオキ,family,40,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_da600f45f3.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_da600f45f3.svg
40,青木勤,阪急軍,青木勤,アオキツトム,full,40,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_da600f45f3.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_da600f45f3.svg
40,青木勤,阪急軍,勤,ツトム,given,40,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_da600f45f3.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_da600f45f3.svg
41,青木智史,広島,青木,アオキ,family,41,http://commons.wikimedia.org/wiki/Special:FilePath/TomoshiAoki20130923.JPG,https://commons.wikimedia.org/wiki/File:TomoshiAoki20130923.JPG
41,青木智史,広島,青木智史,アオキトモシ,full,41,http://commons.wikimedia.org/wiki/Special:FilePath/TomoshiAoki20130923.JPG,https://commons.wikimedia.org/wiki/File:TomoshiAoki20130923.JPG
41,青木智史,広島,智史,トモシ,given,41,http://commons.wikimedia.org/wiki/Special:FilePath/TomoshiAoki20130923.JPG,https://commons.wikimedia.org/wiki/File:TomoshiAoki20130923.JPG
42,青木宣親,ヤクルト,青木,アオキ,family,42,http://commons.wikimedia.org/wiki/Special:FilePath/YS-Norichika-Aoki.jpg,https://commons.wikimedia.org/wiki/File:YS-Norichika-Aoki.jpg
42,青木宣親,ヤクルト,青木宣親,アオキノリチカ,full,42,http://commons.wikimedia.org/wiki/Special:FilePath/YS-Norichika-Aoki.jpg,https://commons.wikimedia.org/wiki/File:YS-Norichika-Aoki.jpg
42,青木宣親,ヤクルト,宣親,ノリチカ,given,42,http://commons.wikimedia.org/wiki/Special:FilePath/YS-Norichika-Aoki.jpg,https://commons.wikimedia.org/wiki/File:YS-Norichika-Aoki.jpg
43,青木勇人,西武-広島,青木,アオキ,family,43,http://commons.wikimedia.org/wiki/Special:FilePath/Hayato_Aoki_%282008%29.jpg,https://commons.wikimedia.org/wiki/File:Hayato_Aoki_%282008%29.jpg
43,青木勇人,西武-広島,青木勇人,アオキハヤト,full,43,http://commons.wikimedia.org/wiki/Special:FilePath/Hayato_Aoki_%282008%29.jpg,https://commons.wikimedia.org/wiki/File:Hayato_Aoki_%282008%29.jpg
43,青木勇人,西武-広島,勇人,ハヤト,given,43,http://commons.wikimedia.org/wiki/Special:FilePath/Hayato_Aoki_%282008%29.jpg,https://commons.wikimedia.org/wiki/File:Hayato_Aoki_%282008%29.jpg
44,青木秀夫,大洋,青木,アオキ,family,44,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_0e1e5f408a.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_0e1e5f408a.svg
44,青木秀夫,大洋,青木秀夫,アオキヒデオ,full,44,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_0e1e5f408a.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_0e1e5f408a.svg
44,青木秀夫,大洋,秀夫,ヒデオ,given,44,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_0e1e5f408a.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_0e1e5f408a.svg
45,青木宥明,巨人,青木,アオキ,family,45,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_24565b39dc.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_24565b39dc.svg
45,青木宥明,巨人,青木宥明,アオキヒロアキ,full,45,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_24565b39dc.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_24565b39dc.svg
45,青木宥明,巨人,宥明,ヒロアキ,given,45,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_24565b39dc.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_24565b39dc.svg
46,青木政美,西鉄・太平洋,青木,アオキ,family,46,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_7c6ac21520.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_7c6ac21520.svg
46,青木政美,西鉄・太平洋,青木政美,アオキマサミ,full,46,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_7c6ac21520.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_7c6ac21520.svg
46,青木政美,西鉄・太平洋,政美,マサミ,given,46,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_7c6ac21520.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_7c6ac21520.svg
47,青木実,ヤクルト,青木,アオキ,family,47,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_da87fa0737.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_da87fa0737.svg
47,青木実,ヤクルト,青木実,アオキミノル,full,47,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_da87fa0737.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_da87fa0737.svg
47,青木実,ヤクルト,実,ミノル,given,47,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_da87fa0737.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_da87fa0737.svg
48,青木稔(青木孝夫),巨人-近鉄-広島,青木,アオキ,family,48,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_17f332332a.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_17f332332a.svg
48,青木稔(青木孝夫),巨人-近鉄-広島,青木孝夫,アオキタカオ,full,48,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_17f332332a.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_17f332332a.svg
48,青木稔(青木孝夫),巨人-近鉄-広島,青木稔,アオキミノル,full,48,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_17f332332a.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_17f332332a.svg
48,青木稔(青木孝夫),巨人-近鉄-広島,稔,ミノル,given,48,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_17f332332a.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_17f332332a.svg
48,青木稔(青木孝夫),巨人-近鉄-広島,孝夫,タカオ,given,48,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_17f332332a.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_17f332332a.svg
49,青木陸,広島,青木,アオキ,family,49,http://commons.wikimedia.org/wiki/Special:FilePath/Riku69.jpg,https://commons.wikimedia.org/wiki/File:Riku69.jpg
49,青木陸,広島,青木陸,アオキリク,full,49,http://commons.wikimedia.org/wiki/Special:FilePath/Riku69.jpg,https://commons.wikimedia.org/wiki/File:Riku69.jpg
49,青木陸,広島,陸,リク,given,49,http://commons.wikimedia.org/wiki/Special:FilePath/Riku69.jpg,https://commons.wikimedia.org/wiki/File:Riku69.jpg
50,青雲光夫,阪神,青雲,アオグモ,family,50,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_08673c1152.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_08673c1152.svg
50,青雲光夫,阪神,青雲光夫,アオグモミツオ,full,50,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_08673c1152.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_08673c1152.svg
50,青雲光夫,阪神,光夫,ミツオ,given,50,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_08673c1152.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_08673c1152.svg
51,青柴憲一,巨人,青柴,アオシバ,family,51,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_eb356bba16.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_eb356bba16.svg
51,青柴憲一,巨人,青柴憲一,アオシバケンイチ,full,51,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_eb356bba16.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_eb356bba16.svg
51,青柴憲一,巨人,憲一,ケンイチ,given,51,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_eb356bba16.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_eb356bba16.svg
52,青島健太,ヤクルト,青島,アオシマ,family,52,http://commons.wikimedia.org/wiki/Special:FilePath/Aoshima_Kenta_2021.jpg,https://commons.wikimedia.org/wiki/File:Aoshima_Kenta_2021.jpg
52,青島健太,ヤクルト,青島健太,アオシマケンタ,full,52,http://commons.wikimedia.org/wiki/Special:FilePath/Aoshima_Kenta_2021.jpg,https://commons.wikimedia.org/wiki/File:Aoshima_Kenta_2021.jpg
52,青島健太,ヤクルト,健太,ケンタ,given,52,http://commons.wikimedia.org/wiki/Special:FilePath/Aoshima_Kenta_2021.jpg,https://commons.wikimedia.org/wiki/File:Aoshima_Kenta_2021.jpg
53,青田昇,巨人-阪急-巨人-洋松・大洋-阪急,青田,アオタ,family,53,http://commons.wikimedia.org/wiki/Special:FilePath/Aota_photo_1.jpg,https://commons.wikimedia.org/wiki/File:Aota_photo_1.jpg
53,青田昇,巨人-阪急-巨人-洋松・大洋-阪急,青田昇,アオタノボル,full,53,http://commons.wikimedia.org/wiki/Special:FilePath/Aota_photo_1.jpg,https://commons.wikimedia.org/wiki/File:Aota_photo_1.jpg
53,青田昇,巨人-阪急-巨人-洋松・大洋-阪急,昇,ノボル,given,53,http://commons.wikimedia.org/wiki/Special:FilePath/Aota_photo_1.jpg,https://commons.wikimedia.org/wiki/File:Aota_photo_1.jpg
54,青野修三,東映-南海-ロッテ,青野,アオノ,family,54,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_be0532856a.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_be0532856a.svg
54,青野修三,東映-南海-ロッテ,青野修三,アオノシュウゾウ,full,54,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_be0532856a.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_be0532856a.svg
54,青野修三,東映-南海-ロッテ,修三,シュウゾウ,given,54,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_be0532856a.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_be0532856a.svg
55,青野毅,ロッテ,青野,アオノ,family,55,http://commons.wikimedia.org/wiki/Special:FilePath/LM-Takeshi-Aono.jpg,https://commons.wikimedia.org/wiki/File:LM-Takeshi-Aono.jpg
55,青野毅,ロッテ,青野毅,アオノタケシ,full,55,http://commons.wikimedia.org/wiki/Special:FilePath/LM-Takeshi-Aono.jpg,https://commons.wikimedia.org/wiki/File:LM-Takeshi-Aono.jpg
55,青野毅,ロッテ,毅,タケシ,given,55,http://commons.wikimedia.org/wiki/Special:FilePath/LM-Takeshi-Aono.jpg,https://commons.wikimedia.org/wiki/File:LM-Takeshi-Aono.jpg
56,青松敬鎔,ロッテ,青松,アオマツ,family,56,http://commons.wikimedia.org/wiki/Special:FilePath/2011marines_aomatsu.jpg,https://commons.wikimedia.org/wiki/File:2011marines_aomatsu.jpg
56,青松敬鎔,ロッテ,青松敬鎔,アオマツケイヨウ,full,56,http://commons.wikimedia.org/wiki/Special:FilePath/2011marines_aomatsu.jpg,https://commons.wikimedia.org/wiki/File:2011marines_aomatsu.jpg
56,青松敬鎔,ロッテ,敬鎔,ケイヨウ,given,56,http://commons.wikimedia.org/wiki/Special:FilePath/2011marines_aomatsu.jpg,https://commons.wikimedia.org/wiki/File:2011marines_aomatsu.jpg
57,青柳昴樹,DeNA,青柳,アオヤギ,family,57,http://commons.wikimedia.org/wiki/Special:FilePath/20160305_Koki_Aoyagi.jpg,https://commons.wikimedia.org/wiki/File:20160305_Koki_Aoyagi.jpg
57,青柳昴樹,DeNA,青柳昴樹,アオヤギコウキ,full,57,http://commons.wikimedia.org/wiki/Special:FilePath/20160305_Koki_Aoyagi.jpg,https://commons.wikimedia.org/wiki/File:20160305_Koki_Aoyagi.jpg
57,青柳昴樹,DeNA,昴樹,コウキ,given,57,http://commons.wikimedia.org/wiki/Special:FilePath/20160305_Koki_Aoyagi.jpg,https://commons.wikimedia.org/wiki/File:20160305_Koki_Aoyagi.jpg
58,青柳晃洋,阪神-ヤクルト,青柳,アオヤギ,family,58,http://commons.wikimedia.org/wiki/Special:FilePath/%E9%9D%92%E6%9F%B3%E6%99%83%E6%B4%8B%E6%8A%95%E6%89%8B2.jpg,https://commons.wikimedia.org/wiki/File:%E9%9D%92%E6%9F%B3%E6%99%83%E6%B4%8B%E6%8A%95%E6%89%8B2.jpg
