id,original,surface,pronunciation,class,extinct,family,genus,image,image_page,wikidata
1539,カンザクラ,カンザクラ,カンザクラ,双子葉,no,,,https://github.com/soramimic/soramimic-wordlists/releases/download/class-image-v1/class_dicot.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/class-image-v1,
1540,カンシロギク,カンシロギク,カンシロギク,双子葉,no,キク科,フランスギク属,http://commons.wikimedia.org/wiki/Special:FilePath/Leucanthemum_paludosum_May_2008.jpg,https://commons.wikimedia.org/wiki/File:Leucanthemum_paludosum_May_2008.jpg,Q1101159
1541,カンスゲ,カンスゲ,カンスゲ,単子葉,no,カヤツリグサ科,スゲ属,http://commons.wikimedia.org/wiki/Special:FilePath/Carex_morrowii_-_Botanischer_Garten%2C_Frankfurt_am_Main_-_DSC03191.JPG,https://commons.wikimedia.org/wiki/File:Carex_morrowii_-_Botanischer_Garten%2C_Frankfurt_am_Main_-_DSC03191.JPG,Q2938601
1542,カンチク,カンチク,カンチク,単子葉,no,イネ科,Chimonobambusa,http://commons.wikimedia.org/wiki/Special:FilePath/Marmorea.jpg,https://commons.wikimedia.org/wiki/File:Marmorea.jpg,Q3761795
1543,カントゥータ,カントゥータ,カントゥータ,双子葉,no,ハナシノブ科,Cantua,http://commons.wikimedia.org/wiki/Special:FilePath/Kantuta_Cochabamba_Bolivia.jpg,https://commons.wikimedia.org/wiki/File:Kantuta_Cochabamba_Bolivia.jpg,Q290394
1544,カントウタンポポ,カントウタンポポ,カントウタンポポ,双子葉,no,キク科,タンポポ属,http://commons.wikimedia.org/wiki/Special:FilePath/Taraxacum_platycarpum_01.JPG,https://commons.wikimedia.org/wiki/File:Taraxacum_platycarpum_01.JPG,Q5709438
1545,カンナビス・インディカ,カンナビス・インディカ,カンナビス・インディカ,双子葉,no,アサ科,アサ属,http://commons.wikimedia.org/wiki/Special:FilePath/Cannabis_indica_Selkem.jpg,https://commons.wikimedia.org/wiki/File:Cannabis_indica_Selkem.jpg,Q2936421
1546,カンニンガムモクマオウ,カンニンガムモクマオウ,カンニンガムモクマオウ,双子葉,no,モクマオウ科,モクマオウ属,http://commons.wikimedia.org/wiki/Special:FilePath/Casuarina_cunninghamiana_fruit_and_leaves01.jpg,https://commons.wikimedia.org/wiki/File:Casuarina_cunninghamiana_fruit_and_leaves01.jpg,Q662316
1547,カンノンチク,カンノンチク,カンノンチク,単子葉,no,ヤシ科,カンノンチク属,http://commons.wikimedia.org/wiki/Special:FilePath/Arya_-_Rhapis_excelsa_at_hotel_citradream_Cirebon_2019_0.jpg,https://commons.wikimedia.org/wiki/File:Arya_-_Rhapis_excelsa_at_hotel_citradream_Cirebon_2019_0.jpg,Q164097
1548,カンパニュラ・ミラビリス,カンパニュラ・ミラビリス,カンパニュラ・ミラビリス,双子葉,no,キキョウ科,ホタルブクロ属,http://commons.wikimedia.org/wiki/Special:FilePath/Curtis%27s_botanical_magazine_%28Tab._7714%29_%288634405085%29.jpg,https://commons.wikimedia.org/wiki/File:Curtis%27s_botanical_magazine_%28Tab._7714%29_%288634405085%29.jpg,Q15597980
1549,カンヒザクラ,カンヒザクラ,カンヒザクラ,双子葉,no,バラ科,スモモ属,http://commons.wikimedia.org/wiki/Special:FilePath/Hikanzakura.JPG,https://commons.wikimedia.org/wiki/File:Hikanzakura.JPG,Q149633
1550,カンフェリア・ロットンダ,カンフェリア・ロットンダ,カンフェリア・ロットンダ,単子葉,no,ショウガ科,バンウコン属,http://commons.wikimedia.org/wiki/Special:FilePath/Chenganeer_Plant_Flower.JPG,https://commons.wikimedia.org/wiki/File:Chenganeer_Plant_Flower.JPG,Q1635447
1551,カンボク,カンボク,カンボク,双子葉,no,レンプクソウ科,ガマズミ属,http://commons.wikimedia.org/wiki/Special:FilePath/Viburnum_opulus_bunched.jpg,https://commons.wikimedia.org/wiki/File:Viburnum_opulus_bunched.jpg,Q156928
1552,カンラン,カンラン,カンラン,単子葉,no,ラン科,シュンラン属,http://commons.wikimedia.org/wiki/Special:FilePath/Cymbidium_kanran_kanran_siratae.jpg,https://commons.wikimedia.org/wiki/File:Cymbidium_kanran_kanran_siratae.jpg,Q497238
1553,カンランズイセン,カンランズイセン,カンランズイセン,単子葉,no,ヒガンバナ科,スイセン属,http://commons.wikimedia.org/wiki/Special:FilePath/Narcissus_%C3%97_odorus_in_Jardin_des_Plantes_02.jpg,https://commons.wikimedia.org/wiki/File:Narcissus_%C3%97_odorus_in_Jardin_des_Plantes_02.jpg,Q15524480
1554,カンレンボク,カンレンボク,カンレンボク,双子葉,no,ミズキ科,カンレンボク属,http://commons.wikimedia.org/wiki/Special:FilePath/CancerTree.jpg,https://commons.wikimedia.org/wiki/File:CancerTree.jpg,Q9301049
1555,カヴァ,カヴァ,カヴァ,双子葉,no,コショウ科,コショウ属,http://commons.wikimedia.org/wiki/Special:FilePath/Starr_040318-0058_Piper_methysticum.jpg,https://commons.wikimedia.org/wiki/File:Starr_040318-0058_Piper_methysticum.jpg,Q161067
1556,カヴェンディッシア・コンプレクテンス,カヴェンディッシア・コンプレクテンス,カヴェンディッシア・コンプレクテンス,双子葉,no,ツツジ科,カヴェンディッシア,http://commons.wikimedia.org/wiki/Special:FilePath/Cavendishia_complectens_Hemsl._%28codiferous%29_001.jpg,https://commons.wikimedia.org/wiki/File:Cavendishia_complectens_Hemsl._%28codiferous%29_001.jpg,Q5055042
1557,カヴェンディッシア・ブラクテアータ,カヴェンディッシア・ブラクテアータ,カヴェンディッシア・ブラクテアータ,双子葉,no,ツツジ科,カヴェンディッシア,http://commons.wikimedia.org/wiki/Special:FilePath/Cavendishia_bracteata_%2814548984613%29.jpg,https://commons.wikimedia.org/wiki/File:Cavendishia_bracteata_%2814548984613%29.jpg,Q15371130
1558,カーネーション,カーネーション,カーネーション,双子葉,no,ナデシコ科,ナデシコ属,http://commons.wikimedia.org/wiki/Special:FilePath/Gartennelke_1.jpg,https://commons.wikimedia.org/wiki/File:Gartennelke_1.jpg,Q158984
1559,ガガイモ,ガガイモ,ガガイモ,双子葉,no,キョウチクトウ科,イケマ属,http://commons.wikimedia.org/wiki/Special:FilePath/%E3%82%AC%E3%82%AC%E3%82%A4%E3%83%A200_Metaplexis_japonica.JPG,https://commons.wikimedia.org/wiki/File:%E3%82%AC%E3%82%AC%E3%82%A4%E3%83%A200_Metaplexis_japonica.JPG,Q31934362
1560,ガガブタ,ガガブタ,ガガブタ,双子葉,no,ミツガシワ科,アサザ属,http://commons.wikimedia.org/wiki/Special:FilePath/WhiteFlower.jpg,https://commons.wikimedia.org/wiki/File:WhiteFlower.jpg,Q5366747
1561,ガクウツギ,ガクウツギ,ガクウツギ,双子葉,no,アジサイ科,アジサイ属,http://commons.wikimedia.org/wiki/Special:FilePath/Hydrangea_bracteata_SZ92.png,https://commons.wikimedia.org/wiki/File:Hydrangea_bracteata_SZ92.png,Q5954275
1562,ガゴメ,ガゴメ,ガゴメ,藻類,no,,,https://github.com/soramimic/soramimic-wordlists/releases/download/class-image-v1/class_algae.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/class-image-v1,
1563,ガシャモク,ガシャモク,ガシャモク,単子葉,no,ヒルムシロ科,ヒルムシロ属,http://commons.wikimedia.org/wiki/Special:FilePath/Potamogeton_dentatus1.jpg,https://commons.wikimedia.org/wiki/File:Potamogeton_dentatus1.jpg,Q11295930
1564,ガジスグス,ガジスグス,ガジスグス,双子葉,no,クスノキ科,ニッケイ属,http://commons.wikimedia.org/wiki/Special:FilePath/Cinnamomum_parthenoxylon_Trunk%2C_Siu_Lek_Yuen.jpg,https://commons.wikimedia.org/wiki/File:Cinnamomum_parthenoxylon_Trunk%2C_Siu_Lek_Yuen.jpg,Q2629453
1565,ガジュツ,ガジュツ,ガジュツ,単子葉,no,ショウガ科,ウコン属,http://commons.wikimedia.org/wiki/Special:FilePath/Curcuma_zedoaria_-_K%C3%B6hler%E2%80%93s_Medizinal-Pflanzen-048.jpg,https://commons.wikimedia.org/wiki/File:Curcuma_zedoaria_-_K%C3%B6hler%E2%80%93s_Medizinal-Pflanzen-048.jpg,Q206733
1566,ガジュマル,ガジュマル,ガジュマル,双子葉,no,クワ科,イチジク属,http://commons.wikimedia.org/wiki/Special:FilePath/Ficus_microcarpa_-_La_Gomera_01.jpg,https://commons.wikimedia.org/wiki/File:Ficus_microcarpa_-_La_Gomera_01.jpg,Q714180
1567,ガッサントリカブト,ガッサントリカブト,ガッサントリカブト,双子葉,no,キンポウゲ科,トリカブト属,http://commons.wikimedia.org/wiki/Special:FilePath/Aconitum_gassanense_4.JPG,https://commons.wikimedia.org/wiki/File:Aconitum_gassanense_4.JPG,Q15360333
1568,ガマ,ガマ,ガマ,単子葉,no,ガマ科,ガマ属,http://commons.wikimedia.org/wiki/Special:FilePath/Lisdodde.jpg,https://commons.wikimedia.org/wiki/File:Lisdodde.jpg,Q147520
1569,ガマズミ,ガマズミ,ガマズミ,双子葉,no,レンプクソウ科,ガマズミ属,http://commons.wikimedia.org/wiki/Special:FilePath/Viburnum_dilatatum_%27Erie%27.jpg,https://commons.wikimedia.org/wiki/File:Viburnum_dilatatum_%27Erie%27.jpg,Q5965416
1570,ガムコーパルトゥリー,ガムコーパルトゥリー,ガムコーパルトゥリー,双子葉,no,マメ科,Daniellia,http://commons.wikimedia.org/wiki/Special:FilePath/Daniellia_ogea_%28Harms%29_Rolfe_ex_Holland_%28GH0254%29.jpg,https://commons.wikimedia.org/wiki/File:Daniellia_ogea_%28Harms%29_Rolfe_ex_Holland_%28GH0254%29.jpg,Q15532275
1571,ガラナ,ガラナ,ガラナ,双子葉,no,ムクロジ科,Paullinia,http://commons.wikimedia.org/wiki/Special:FilePath/Guarana_-_Paullinia_cupana.jpg,https://commons.wikimedia.org/wiki/File:Guarana_-_Paullinia_cupana.jpg,Q209089
1572,ガリウム・サクサタイル,ガリウム・サクサタイル,ガリウム・サクサタイル,双子葉,no,アカネ科,ヤエムグラ属,http://commons.wikimedia.org/wiki/Special:FilePath/Galium_harcynicum_detail.jpeg,https://commons.wikimedia.org/wiki/File:Galium_harcynicum_detail.jpeg,Q162517
1573,ガルガニカオーキッド,ガルガニカオーキッド,ガルガニカオーキッド,単子葉,no,ラン科,Ophrys,http://commons.wikimedia.org/wiki/Special:FilePath/Ophrys_garganica_Tuscany.jpg,https://commons.wikimedia.org/wiki/File:Ophrys_garganica_Tuscany.jpg,Q1494226
1574,ガルシニア,ガルシニア,ガルシニア,双子葉,no,フクギ科,フクギ属,http://commons.wikimedia.org/wiki/Special:FilePath/%E0%B4%95%E0%B5%81%E0%B4%9F%E0%B4%AA%E0%B5%8D%E0%B4%AA%E0%B5%81%E0%B4%B3%E0%B4%BF.JPG,https://commons.wikimedia.org/wiki/File:%E0%B4%95%E0%B5%81%E0%B4%9F%E0%B4%AA%E0%B5%8D%E0%B4%AA%E0%B5%81%E0%B4%B3%E0%B4%BF.JPG,Q18187249
1575,ガルシニア・インディカ,ガルシニア・インディカ,ガルシニア・インディカ,双子葉,no,フクギ科,フクギ属,http://commons.wikimedia.org/wiki/Special:FilePath/Garcinia_indica_-_fruits%2C_seeds%2C_pulp_and_rinds.jpg,https://commons.wikimedia.org/wiki/File:Garcinia_indica_-_fruits%2C_seeds%2C_pulp_and_rinds.jpg,Q2095514
1576,ガルシニア・カンボジア,ガルシニア・カンボジア,ガルシニア・カンボジア,双子葉,no,フクギ科,フクギ属,http://commons.wikimedia.org/wiki/Special:FilePath/Garcinia_morella_-_K%C3%B6hler%E2%80%93s_Medizinal-Pflanzen-063.jpg,https://commons.wikimedia.org/wiki/File:Garcinia_morella_-_K%C3%B6hler%E2%80%93s_Medizinal-Pflanzen-063.jpg,Q2089493
1577,ガルシニア・セシリス,ガルシニア・セシリス,ガルシニア・セシリス,双子葉,no,フクギ科,フクギ属,http://commons.wikimedia.org/wiki/Special:FilePath/Garcinia_sessilis.jpg,https://commons.wikimedia.org/wiki/File:Garcinia_sessilis.jpg,Q15391104
1578,ガレガソウ,ガレガソウ,ガレガソウ,双子葉,no,マメ科,Galega,http://commons.wikimedia.org/wiki/Special:FilePath/Galegaofficinalis03.jpg,https://commons.wikimedia.org/wiki/File:Galegaofficinalis03.jpg,Q157287
1579,ガンコウラン,ガンコウラン,ガンコウラン,双子葉,no,ツツジ科,ガンコウラン属,http://commons.wikimedia.org/wiki/Special:FilePath/Empetrum_nigrum_12.jpg,https://commons.wikimedia.org/wiki/File:Empetrum_nigrum_12.jpg,Q202305
1580,ガンゼキラン,ガンゼキラン,ガンゼキラン,単子葉,no,ラン科,Phaius,http://commons.wikimedia.org/wiki/Special:FilePath/Phaius_flavus_raab_bustamante.jpg,https://commons.wikimedia.org/wiki/File:Phaius_flavus_raab_bustamante.jpg,Q3206168
1581,ガンバグラス,ガンバグラス,ガンバグラス,単子葉,no,イネ科,メリケンカルカヤ属,http://commons.wikimedia.org/wiki/Special:FilePath/Andropogon_gayanus_seeds.jpg,https://commons.wikimedia.org/wiki/File:Andropogon_gayanus_seeds.jpg,Q2112248
1582,ガンビールノキ,ガンビールノキ,ガンビールノキ,双子葉,no,アカネ科,Uncaria,http://commons.wikimedia.org/wiki/Special:FilePath/Uncaria_gambir_-_K%C3%B6hler%E2%80%93s_Medizinal-Pflanzen-275.jpg,https://commons.wikimedia.org/wiki/File:Uncaria_gambir_-_K%C3%B6hler%E2%80%93s_Medizinal-Pflanzen-275.jpg,Q910384
1583,ガンピ,ガンピ,ガンピ,双子葉,no,ジンチョウゲ科,アオガンピ属,http://commons.wikimedia.org/wiki/Special:FilePath/Diplomorpha_sikokiana_s5.jpg,https://commons.wikimedia.org/wiki/File:Diplomorpha_sikokiana_s5.jpg,Q16034844
1584,ガンボリンボ,ガンボリンボ,ガンボリンボ,双子葉,no,カンラン科,ブルセラ属,http://commons.wikimedia.org/wiki/Special:FilePath/Sonnenbrandbaum1.jpg,https://commons.wikimedia.org/wiki/File:Sonnenbrandbaum1.jpg,Q164698
1585,ガーデンデューベリー,ガーデンデューベリー,ガーデンデューベリー,双子葉,no,バラ科,キイチゴ属,http://commons.wikimedia.org/wiki/Special:FilePath/Trilliumgrand.jpg,https://commons.wikimedia.org/wiki/File:Trilliumgrand.jpg,Q16994455
1586,キアベ,キアベ,キアベ,双子葉,no,マメ科,アカシア属,http://commons.wikimedia.org/wiki/Special:FilePath/Starr_050924-4469_Prosopis_pallida.jpg,https://commons.wikimedia.org/wiki/File:Starr_050924-4469_Prosopis_pallida.jpg,Q2716266
1587,キイイトラッキョウ,キイイトラッキョウ,キイイトラッキョウ,単子葉,no,ネギ科,ネギ属,http://commons.wikimedia.org/wiki/Special:FilePath/Allium_kiiense_kiiitorkkou13.jpg,https://commons.wikimedia.org/wiki/File:Allium_kiiense_kiiitorkkou13.jpg,Q17242589
1588,キイジョウロウホトトギス,キイジョウロウホトトギス,キイジョウロウホトトギス,単子葉,no,ユリ科,ホトトギス属,http://commons.wikimedia.org/wiki/Special:FilePath/Tricyrtis_macranthopsis1.jpg,https://commons.wikimedia.org/wiki/File:Tricyrtis_macranthopsis1.jpg,Q15506349
1589,キイセンニンソウ,キイセンニンソウ,キイセンニンソウ,双子葉,no,キンポウゲ科,センニンソウ属,http://commons.wikimedia.org/wiki/Special:FilePath/Clematis_ovatifolia_kiisnnns02.jpg,https://commons.wikimedia.org/wiki/File:Clematis_ovatifolia_kiisnnns02.jpg,Q121339608
1590,キイレツチトリモチ,キイレツチトリモチ,キイレツチトリモチ,双子葉,no,ツチトリモチ科,Balanophora,http://commons.wikimedia.org/wiki/Special:FilePath/Balanophora_tobiracola_in_Makino_1910.jpg,https://commons.wikimedia.org/wiki/File:Balanophora_tobiracola_in_Makino_1910.jpg,Q11174146
1591,キウイフルーツ,キウイフルーツ,キウイフルーツ,双子葉,no,マタタビ科,マタタビ属,http://commons.wikimedia.org/wiki/Special:FilePath/Kiwis_006eue.jpg,https://commons.wikimedia.org/wiki/File:Kiwis_006eue.jpg,Q343300
1592,キエキエ,キエキエ,キエキエ,単子葉,no,タコノキ科,ツルアダン属,http://commons.wikimedia.org/wiki/Special:FilePath/FreycinetiaBanksii3.jpg,https://commons.wikimedia.org/wiki/File:FreycinetiaBanksii3.jpg,Q311751
1593,キエリウツボ,キエリウツボ,キエリウツボ,双子葉,no,Nepenthaceae,ウツボカズラ属,http://commons.wikimedia.org/wiki/Special:FilePath/Nveitchii2.jpg,https://commons.wikimedia.org/wiki/File:Nveitchii2.jpg,Q150501
1594,キオン,キオン,キオン,双子葉,no,キク科,キオン属,http://commons.wikimedia.org/wiki/Special:FilePath/Senecio_nemorensis_IMG_6769.JPG,https://commons.wikimedia.org/wiki/File:Senecio_nemorensis_IMG_6769.JPG,Q748163
1595,キカシグサ,キカシグサ,キカシグサ,双子葉,no,ミソハギ科,キカシグサ属,http://commons.wikimedia.org/wiki/Special:FilePath/Rotala_indica_var_uliginosa_flower02.jpg,https://commons.wikimedia.org/wiki/File:Rotala_indica_var_uliginosa_flower02.jpg,Q857650
1596,キカラスウリ,キカラスウリ,キカラスウリ,双子葉,no,ウリ科,カラスウリ属,http://commons.wikimedia.org/wiki/Special:FilePath/Trichosanthes_kirilowii.jpg,https://commons.wikimedia.org/wiki/File:Trichosanthes_kirilowii.jpg,Q847006
1597,キガンピ,キガンピ,キガンピ,双子葉,no,,,https://github.com/soramimic/soramimic-wordlists/releases/download/class-image-v1/class_dicot.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/class-image-v1,
1598,キキョウ,キキョウ,キキョウ,双子葉,no,キキョウ科,Platycodon,http://commons.wikimedia.org/wiki/Special:FilePath/Platycodon_grandiflorum2.jpg,https://commons.wikimedia.org/wiki/File:Platycodon_grandiflorum2.jpg,Q805322
1599,キキョウソウ,キキョウソウ,キキョウソウ,双子葉,no,キキョウ科,キキョウソウ属,http://commons.wikimedia.org/wiki/Special:FilePath/Specularia_perfoliata_3.jpg,https://commons.wikimedia.org/wiki/File:Specularia_perfoliata_3.jpg,Q4051771
1600,キキョウナデシコ,キキョウナデシコ,キキョウナデシコ,双子葉,no,ハナシノブ科,クサキョウチクトウ属,http://commons.wikimedia.org/wiki/Special:FilePath/Phlox_drummondii_-_Fl3.jpg,https://commons.wikimedia.org/wiki/File:Phlox_drummondii_-_Fl3.jpg,Q164835
1601,キキョウラン,キキョウラン,キキョウラン,単子葉,no,ワスレグサ科,キキョウラン属,http://commons.wikimedia.org/wiki/Special:FilePath/Dianella_ensifolia_-_base_de_la_plante.JPG,https://commons.wikimedia.org/wiki/File:Dianella_ensifolia_-_base_de_la_plante.JPG,Q3026265
